age,job,marital,education_qual,call_type,day,mon,dur,num_calls,prev_outcome,y
31,blue-collar,married,secondary,unknown,12,,,1,unknown,no
40,,single,secondary,unknown,12,may,169.0,2,unknown,no
37,blue-collar,single,,unknown,12,may,,1,,no
29,blue-collar,married,secondary,unknown,12,may,146.0,3,unknown,no
29,blue-collar,married,,unknown,12,may,393.0,1,unknown,no
24,,married,,unknown,12,may,,2,unknown,no
32,admin.,single,secondary,unknown,12,may,593.0,2,,no
26,admin.,single,secondary,unknown,12,may,215.0,1,unknown,no
47,entrepreneur,married,unknown,unknown,12,may,379.0,2,unknown,no
26,,single,,unknown,12,may,315.0,1,unknown,no
28,blue-collar,single,secondary,unknown,12,may,162.0,1,unknown,no
58,blue-collar,married,secondary,unknown,12,may,493.0,1,unknown,no
35,management,single,tertiary,unknown,12,may,,1,unknown,no
29,services,single,secondary,unknown,12,,,1,,no
56,blue-collar,married,primary,unknown,12,may,80.0,4,unknown,no
43,blue-collar,married,,unknown,12,may,3.0,1,,no
45,,married,secondary,unknown,12,may,29.0,1,unknown,no
31,admin.,single,secondary,unknown,12,,132.0,1,unknown,no
34,blue-collar,married,secondary,unknown,12,may,379.0,2,unknown,no
32,management,married,,unknown,12,may,101.0,1,unknown,no
33,,single,secondary,unknown,12,may,188.0,1,unknown,no
28,technician,single,secondary,unknown,12,may,386.0,2,unknown,no
43,admin.,single,,unknown,12,may,457.0,4,,no
49,services,single,,unknown,12,,891.0,1,unknown,no
27,services,single,secondary,unknown,12,,,1,unknown,no
30,services,single,secondary,unknown,12,,446.0,1,unknown,no
32,,married,,unknown,12,may,326.0,1,unknown,no
37,services,divorced,secondary,unknown,12,may,,1,unknown,no
31,technician,single,secondary,unknown,12,may,,2,,no
56,retired,married,primary,unknown,12,may,123.0,2,unknown,no
26,,married,tertiary,unknown,12,may,,1,unknown,no
43,,married,secondary,unknown,12,may,160.0,4,unknown,no
48,technician,divorced,secondary,unknown,12,,,2,unknown,no
31,,single,,unknown,12,may,,2,unknown,no
36,services,single,secondary,unknown,12,,156.0,3,,no
24,blue-collar,married,secondary,unknown,12,may,200.0,2,,no
29,unemployed,married,,unknown,12,may,,2,unknown,no
23,admin.,single,secondary,unknown,12,,163.0,4,unknown,no
54,entrepreneur,divorced,secondary,unknown,12,may,,1,unknown,no
24,blue-collar,single,secondary,unknown,12,,,1,unknown,no
25,technician,single,,unknown,12,may,,4,unknown,no
36,technician,single,secondary,unknown,12,may,793.0,5,unknown,no
40,management,single,,unknown,12,may,619.0,3,unknown,no
29,admin.,single,secondary,unknown,12,may,460.0,1,unknown,no
29,admin.,married,primary,unknown,12,,246.0,1,unknown,no
48,,single,,unknown,12,,,3,unknown,no
23,admin.,single,secondary,unknown,12,may,413.0,1,,no
37,admin.,single,secondary,unknown,12,,574.0,6,,no
31,blue-collar,married,primary,unknown,12,may,256.0,4,,no
29,,divorced,secondary,unknown,12,may,,2,unknown,no
56,admin.,married,secondary,unknown,12,,,1,unknown,no
28,services,single,,unknown,12,may,170.0,2,unknown,no
44,,married,secondary,unknown,12,may,596.0,1,,no
48,,married,secondary,unknown,12,may,139.0,1,unknown,no
30,,married,secondary,unknown,12,may,177.0,3,,no
32,,married,,unknown,12,may,,1,unknown,no
41,,married,primary,unknown,12,may,335.0,1,unknown,no
30,management,divorced,secondary,unknown,12,,262.0,2,unknown,no
37,blue-collar,married,,unknown,12,may,115.0,1,,no
30,blue-collar,single,,unknown,12,may,,2,,no
28,technician,single,secondary,unknown,12,may,136.0,4,unknown,no
33,technician,single,secondary,unknown,12,may,289.0,3,,no
41,blue-collar,married,unknown,unknown,12,,529.0,2,unknown,no
42,management,married,secondary,unknown,12,may,247.0,2,unknown,no
50,admin.,single,secondary,unknown,12,may,72.0,2,unknown,no
23,student,single,tertiary,unknown,12,may,,2,unknown,no
38,,married,,unknown,12,may,,2,unknown,no
31,blue-collar,divorced,secondary,unknown,12,may,220.0,3,unknown,no
35,admin.,single,secondary,unknown,12,,241.0,3,unknown,no
52,admin.,divorced,secondary,unknown,12,may,198.0,3,unknown,no
36,blue-collar,married,,unknown,12,may,,2,unknown,no
28,blue-collar,single,secondary,unknown,12,may,182.0,2,unknown,no
27,management,single,,unknown,12,may,391.0,2,unknown,no
24,student,single,tertiary,unknown,12,may,126.0,2,unknown,no
45,management,single,tertiary,unknown,12,,55.0,2,unknown,no
39,technician,married,secondary,unknown,12,,495.0,1,unknown,no
38,blue-collar,single,secondary,unknown,12,,86.0,4,unknown,no
24,blue-collar,married,secondary,unknown,12,may,166.0,2,unknown,no
35,,divorced,tertiary,unknown,12,may,,4,unknown,no
32,admin.,divorced,secondary,unknown,12,may,155.0,3,unknown,no
48,,divorced,primary,unknown,12,may,311.0,3,,no
36,,married,,unknown,12,may,63.0,5,unknown,no
46,blue-collar,married,,unknown,12,may,,10,,no
28,technician,single,,unknown,12,may,92.0,3,unknown,no
50,admin.,married,secondary,unknown,12,may,298.0,2,unknown,no
44,blue-collar,married,secondary,unknown,12,may,253.0,2,unknown,no
38,management,married,,unknown,12,may,163.0,2,unknown,no
33,self-employed,married,primary,unknown,12,may,65.0,1,unknown,no
57,management,single,,unknown,12,,41.0,1,unknown,no
40,technician,married,secondary,unknown,12,may,10.0,11,unknown,no
42,management,married,primary,unknown,12,may,221.0,1,unknown,no
32,,married,secondary,unknown,12,may,370.0,1,unknown,no
55,blue-collar,married,primary,unknown,12,,467.0,5,unknown,no
25,,married,,unknown,12,may,241.0,3,unknown,no
42,management,divorced,,unknown,12,may,248.0,2,,no
23,,single,secondary,unknown,12,may,120.0,2,,no
31,blue-collar,married,secondary,unknown,12,may,260.0,2,unknown,no
21,student,single,unknown,unknown,12,may,198.0,3,unknown,no
34,admin.,married,secondary,unknown,12,,1727.0,5,unknown,no
46,entrepreneur,married,tertiary,unknown,12,may,138.0,8,unknown,no
55,blue-collar,married,,unknown,12,may,115.0,4,,no
33,,single,secondary,unknown,12,may,212.0,2,unknown,no
47,self-employed,divorced,,unknown,12,may,,7,unknown,no
33,,single,tertiary,unknown,12,,,6,,no
40,management,single,,unknown,12,may,145.0,4,unknown,no
32,management,single,tertiary,unknown,12,may,289.0,3,unknown,no
48,technician,divorced,secondary,unknown,12,may,300.0,3,unknown,no
32,admin.,single,secondary,unknown,12,may,264.0,2,unknown,no
26,,single,secondary,unknown,12,may,,2,unknown,no
38,,married,secondary,unknown,12,may,184.0,4,unknown,no
46,services,married,secondary,unknown,12,may,,3,unknown,no
49,blue-collar,married,secondary,unknown,12,,,4,,no
33,,single,tertiary,unknown,12,may,,5,,no
45,blue-collar,married,,unknown,12,may,299.0,5,,no
32,management,married,tertiary,unknown,12,may,93.0,4,unknown,no
39,blue-collar,married,secondary,unknown,12,may,,5,unknown,no
53,blue-collar,married,primary,unknown,12,may,170.0,8,unknown,no
28,unemployed,single,secondary,unknown,12,may,89.0,3,unknown,no
31,admin.,married,secondary,unknown,12,may,215.0,2,,no
34,entrepreneur,single,,unknown,12,may,166.0,4,unknown,no
40,,married,primary,unknown,12,may,109.0,3,unknown,no
29,,single,secondary,unknown,12,,197.0,3,unknown,no
34,,single,,unknown,12,may,395.0,3,unknown,no
38,management,married,tertiary,unknown,12,,,4,unknown,no
31,services,married,secondary,unknown,12,may,220.0,2,unknown,no
32,technician,divorced,secondary,unknown,12,may,298.0,2,unknown,no
31,,married,,unknown,12,may,123.0,7,unknown,no
53,,single,,unknown,12,may,140.0,7,unknown,no
38,,single,unknown,unknown,12,may,334.0,7,unknown,no
57,blue-collar,married,primary,unknown,12,may,73.0,3,unknown,no
58,entrepreneur,married,tertiary,unknown,12,may,186.0,6,unknown,no
50,blue-collar,married,,unknown,12,,78.0,3,unknown,no
36,blue-collar,single,,unknown,12,may,13.0,5,,no
46,blue-collar,married,,unknown,12,may,51.0,9,unknown,no
39,admin.,single,secondary,unknown,12,may,303.0,3,unknown,no
31,,single,secondary,unknown,12,may,159.0,3,unknown,no
44,,single,tertiary,unknown,12,may,103.0,8,unknown,no
53,admin.,married,secondary,unknown,12,,95.0,3,unknown,no
35,technician,married,tertiary,unknown,12,may,,3,,no
40,,married,,unknown,12,may,344.0,3,unknown,no
30,technician,single,secondary,unknown,12,,246.0,6,unknown,no
33,blue-collar,divorced,secondary,unknown,12,may,157.0,5,,no
39,blue-collar,married,secondary,unknown,12,may,,4,unknown,no
25,,single,secondary,unknown,12,may,24.0,12,unknown,no
35,blue-collar,married,primary,unknown,12,may,,5,unknown,no
43,,married,primary,unknown,12,may,195.0,2,unknown,no
41,entrepreneur,married,tertiary,unknown,12,may,143.0,4,unknown,no
55,blue-collar,married,primary,unknown,12,may,68.0,2,unknown,no
49,,divorced,,unknown,12,,,6,unknown,no
30,self-employed,married,tertiary,unknown,12,may,227.0,3,,no
37,,single,secondary,unknown,12,may,152.0,5,unknown,no
46,unemployed,divorced,secondary,unknown,12,may,249.0,4,unknown,no
36,,married,secondary,unknown,12,may,325.0,4,,no
45,services,single,secondary,unknown,12,may,111.0,4,unknown,no
48,blue-collar,married,,unknown,12,may,81.0,4,unknown,no
22,housemaid,single,secondary,unknown,12,,181.0,4,,no
46,admin.,married,secondary,unknown,13,,85.0,2,,no
39,blue-collar,married,secondary,unknown,13,may,141.0,6,unknown,no
56,admin.,married,secondary,unknown,13,may,42.0,3,unknown,no
35,,divorced,tertiary,unknown,13,may,,6,unknown,no
45,blue-collar,married,primary,unknown,13,may,160.0,3,unknown,no
28,,married,secondary,unknown,13,may,176.0,4,unknown,no
32,admin.,single,tertiary,unknown,13,may,134.0,2,,no
52,services,married,,unknown,13,may,514.0,5,,no
26,,divorced,,unknown,13,may,181.0,5,,no
22,blue-collar,single,primary,unknown,13,may,160.0,3,unknown,no
35,blue-collar,married,,unknown,13,may,504.0,4,,yes
44,,single,tertiary,unknown,13,,267.0,3,unknown,no
31,blue-collar,married,secondary,unknown,13,may,907.0,2,unknown,no
28,blue-collar,married,secondary,unknown,13,may,200.0,1,,no
23,technician,single,,unknown,13,may,,1,unknown,no
26,technician,single,secondary,unknown,13,,147.0,1,unknown,no
31,admin.,single,,unknown,13,,161.0,1,unknown,no
27,admin.,single,secondary,unknown,13,may,153.0,1,unknown,no
34,services,single,,unknown,13,may,109.0,1,,no
25,blue-collar,single,primary,unknown,13,may,97.0,2,unknown,no
25,,single,secondary,unknown,13,may,,1,unknown,no
22,services,single,secondary,unknown,13,may,,1,unknown,no
37,blue-collar,divorced,secondary,unknown,13,may,,1,unknown,no
26,entrepreneur,single,secondary,unknown,13,may,723.0,1,unknown,no
32,blue-collar,married,secondary,unknown,13,,518.0,1,unknown,no
26,technician,single,,unknown,13,,704.0,1,unknown,no
27,blue-collar,single,secondary,unknown,13,,147.0,1,unknown,no
22,services,married,secondary,unknown,13,may,,1,unknown,no
32,technician,married,secondary,unknown,13,,142.0,1,unknown,no
33,management,divorced,,unknown,13,may,,1,unknown,yes
34,admin.,married,secondary,unknown,13,may,,1,unknown,no
31,blue-collar,married,secondary,unknown,13,,,2,unknown,no
28,technician,single,secondary,unknown,13,may,66.0,1,unknown,no
37,blue-collar,married,,unknown,13,,,3,unknown,no
45,,married,primary,unknown,13,may,276.0,2,,no
31,management,married,tertiary,unknown,13,may,449.0,1,unknown,no
48,entrepreneur,married,secondary,unknown,13,may,,1,,no
24,admin.,single,,unknown,13,may,,1,unknown,no
24,technician,single,,unknown,13,may,382.0,2,unknown,no
45,,married,,unknown,13,may,213.0,1,,no
26,services,married,secondary,unknown,13,may,116.0,1,,no
24,technician,single,secondary,unknown,13,may,125.0,1,,no
29,blue-collar,married,secondary,unknown,13,may,50.0,1,unknown,no
34,,single,primary,unknown,13,may,,1,unknown,no
30,technician,single,,unknown,13,may,,1,unknown,no
21,student,single,secondary,unknown,13,,49.0,1,unknown,no
42,blue-collar,married,secondary,unknown,13,may,,1,unknown,no
32,unemployed,married,secondary,unknown,13,,178.0,2,,no
40,services,married,secondary,unknown,13,may,1386.0,1,,no
33,,single,tertiary,unknown,13,,155.0,1,unknown,no
32,technician,married,primary,unknown,13,may,120.0,1,unknown,no
25,admin.,single,,unknown,13,may,203.0,1,unknown,no
41,blue-collar,married,secondary,unknown,13,,244.0,1,,no
37,admin.,married,secondary,unknown,13,,428.0,1,unknown,no
29,,married,,unknown,13,may,53.0,1,,no
29,technician,single,,unknown,13,may,360.0,1,unknown,no
46,services,divorced,primary,unknown,13,may,215.0,1,unknown,no
32,management,single,tertiary,unknown,13,may,500.0,2,unknown,no
30,admin.,single,secondary,unknown,13,may,207.0,1,,no
38,management,married,tertiary,unknown,13,may,568.0,4,,yes
22,services,single,secondary,unknown,13,may,,1,unknown,no
22,management,single,secondary,unknown,13,,154.0,1,,no
32,services,single,secondary,unknown,13,may,272.0,1,,no
36,blue-collar,married,secondary,unknown,13,may,229.0,1,unknown,no
30,technician,single,secondary,unknown,13,may,108.0,1,,no
26,blue-collar,single,secondary,unknown,13,may,210.0,1,,no
41,,divorced,,unknown,13,may,383.0,1,unknown,no
42,unemployed,married,secondary,unknown,13,may,259.0,6,unknown,no
45,,married,secondary,unknown,13,may,3366.0,3,,no
24,services,single,secondary,unknown,13,may,1000.0,1,,yes
54,retired,divorced,tertiary,unknown,13,may,618.0,1,,yes
33,blue-collar,single,unknown,unknown,13,may,415.0,1,unknown,no
28,blue-collar,married,primary,unknown,13,may,237.0,1,unknown,no
36,,married,secondary,unknown,13,may,,1,,no
34,,single,primary,unknown,13,may,,1,unknown,no
28,admin.,single,secondary,unknown,13,may,218.0,1,unknown,no
31,,single,tertiary,unknown,13,may,198.0,1,unknown,no
53,services,married,secondary,unknown,13,may,284.0,2,unknown,no
20,blue-collar,single,secondary,unknown,13,may,190.0,1,,no
47,retired,married,,unknown,13,may,295.0,1,,no
33,blue-collar,married,primary,unknown,13,,262.0,1,unknown,no
24,,single,,unknown,13,may,106.0,1,unknown,no
23,admin.,single,,unknown,13,,,1,,no
27,blue-collar,single,secondary,unknown,13,,174.0,1,,no
23,,single,secondary,unknown,13,may,124.0,1,,no
30,,married,secondary,unknown,13,may,217.0,1,unknown,no
34,,divorced,,unknown,13,may,2231.0,1,unknown,yes
55,blue-collar,divorced,primary,unknown,13,,343.0,1,unknown,no
57,,married,,unknown,13,,,4,unknown,no
59,retired,divorced,,unknown,13,may,248.0,2,unknown,no
20,,single,secondary,unknown,13,may,,1,unknown,no
30,services,married,secondary,unknown,13,may,,1,unknown,no
41,admin.,married,secondary,unknown,13,may,205.0,1,,no
37,services,single,secondary,unknown,13,may,370.0,1,unknown,no
31,admin.,divorced,secondary,unknown,13,,289.0,2,unknown,no
39,management,single,tertiary,unknown,13,may,427.0,1,,no
28,blue-collar,married,secondary,unknown,13,may,170.0,1,,no
44,blue-collar,married,primary,unknown,13,may,705.0,1,unknown,no
31,technician,married,secondary,unknown,13,,247.0,1,unknown,no
28,,married,unknown,unknown,13,may,226.0,1,unknown,no
51,technician,married,unknown,unknown,13,may,,1,unknown,no
34,management,married,tertiary,unknown,13,may,213.0,1,,no
24,technician,single,tertiary,unknown,13,,451.0,1,unknown,no
29,self-employed,single,,unknown,13,may,174.0,1,unknown,no
50,management,married,primary,unknown,13,may,126.0,5,,no
21,blue-collar,single,,unknown,13,,243.0,3,,no
29,blue-collar,single,secondary,unknown,13,may,166.0,1,,no
26,blue-collar,single,,unknown,13,may,373.0,1,,no
26,admin.,single,secondary,unknown,13,,259.0,1,,no
21,blue-collar,single,secondary,unknown,13,may,,1,unknown,no
23,blue-collar,single,primary,unknown,13,,,1,unknown,no
25,,single,secondary,unknown,13,may,392.0,1,unknown,no
40,blue-collar,married,primary,unknown,13,may,136.0,1,,no
39,admin.,divorced,secondary,unknown,13,may,148.0,1,unknown,no
25,blue-collar,single,secondary,unknown,13,may,,1,unknown,no
26,technician,married,tertiary,unknown,13,may,107.0,1,unknown,no
57,technician,married,secondary,unknown,13,may,44.0,1,,no
61,retired,married,primary,unknown,13,may,118.0,1,,no
34,blue-collar,married,secondary,unknown,13,,,1,unknown,no
47,,married,secondary,unknown,13,may,47.0,1,unknown,no
31,,married,secondary,unknown,13,,,2,unknown,no
45,blue-collar,married,secondary,unknown,13,may,118.0,1,unknown,no
33,,single,tertiary,unknown,13,may,232.0,3,unknown,no
27,,married,secondary,unknown,13,may,1167.0,1,unknown,no
41,unemployed,married,,unknown,13,may,227.0,1,,no
58,technician,married,,unknown,13,,,1,unknown,no
45,management,married,,unknown,13,,147.0,1,unknown,no
49,self-employed,married,tertiary,unknown,13,,,1,unknown,no
42,blue-collar,married,secondary,unknown,13,may,93.0,1,,no
52,,married,secondary,unknown,13,may,83.0,1,unknown,no
52,services,married,,unknown,13,may,105.0,1,,no
49,retired,married,primary,unknown,13,may,67.0,1,unknown,no
59,retired,married,,unknown,13,may,77.0,1,unknown,no
54,management,married,,unknown,13,may,191.0,1,,no
46,,married,secondary,unknown,13,may,20.0,1,unknown,no
44,management,married,tertiary,unknown,13,may,27.0,1,unknown,no
26,services,married,secondary,unknown,13,may,260.0,3,unknown,no
46,blue-collar,married,secondary,unknown,13,may,,4,unknown,no
59,retired,married,primary,unknown,13,may,94.0,1,unknown,no
43,blue-collar,married,,unknown,13,may,23.0,2,unknown,no
50,blue-collar,married,secondary,unknown,13,may,,1,,no
26,blue-collar,single,secondary,unknown,13,,,2,unknown,no
54,blue-collar,married,,unknown,13,may,202.0,1,unknown,no
44,technician,divorced,secondary,unknown,13,may,,1,unknown,no
36,,divorced,secondary,unknown,13,may,,2,,no
51,services,married,unknown,unknown,13,may,202.0,3,unknown,no
59,,married,,unknown,13,,806.0,1,unknown,no
42,management,married,tertiary,unknown,13,may,31.0,1,,no
41,,married,secondary,unknown,13,may,21.0,1,,no
43,,married,unknown,unknown,13,may,156.0,1,,no
40,,married,,unknown,13,may,,1,,no
32,,married,tertiary,unknown,13,may,128.0,2,,no
55,,married,unknown,unknown,13,,,1,unknown,no
59,retired,married,,unknown,13,may,,1,unknown,no
30,blue-collar,married,secondary,unknown,13,may,255.0,5,unknown,no
47,admin.,married,,unknown,13,may,,1,unknown,no
23,,single,,unknown,13,may,395.0,2,unknown,yes
44,blue-collar,married,primary,unknown,13,may,135.0,1,unknown,no
45,technician,married,secondary,unknown,13,may,192.0,1,,no
35,,single,secondary,unknown,13,may,188.0,2,unknown,no
41,technician,divorced,,unknown,13,may,139.0,1,unknown,no
59,,divorced,primary,unknown,13,may,131.0,1,unknown,no
29,services,single,primary,unknown,13,may,266.0,2,,no
48,services,married,secondary,unknown,13,may,76.0,1,unknown,no
49,,married,,unknown,13,may,122.0,1,unknown,no
60,blue-collar,married,,unknown,13,may,,1,unknown,yes
45,,married,tertiary,unknown,13,may,60.0,1,,no
48,,married,tertiary,unknown,13,may,,2,,yes
45,entrepreneur,divorced,tertiary,unknown,13,may,470.0,1,,yes
48,,married,tertiary,unknown,13,,149.0,1,,no
54,retired,married,,unknown,13,may,,1,,no
44,technician,married,tertiary,unknown,13,,,2,unknown,no
46,,single,,unknown,13,,320.0,1,unknown,no
52,admin.,divorced,,unknown,13,may,145.0,1,unknown,no
44,management,married,tertiary,unknown,13,may,,1,unknown,no
52,services,divorced,secondary,unknown,13,may,730.0,1,unknown,no
46,entrepreneur,single,tertiary,unknown,13,may,36.0,1,unknown,no
54,,divorced,secondary,unknown,13,may,521.0,1,unknown,no
49,entrepreneur,divorced,,unknown,13,may,95.0,3,unknown,no
46,management,married,tertiary,unknown,13,may,120.0,1,unknown,no
48,services,divorced,primary,unknown,13,,768.0,1,,no
43,blue-collar,married,unknown,unknown,13,may,,1,unknown,no
50,blue-collar,married,primary,unknown,13,,289.0,1,unknown,no
44,,married,,unknown,13,,473.0,1,unknown,no
43,unemployed,divorced,secondary,unknown,13,may,133.0,1,unknown,no
51,admin.,single,secondary,unknown,13,may,459.0,1,unknown,no
59,retired,married,tertiary,unknown,13,,,1,unknown,no
52,,married,,unknown,13,may,420.0,1,,no
35,,single,secondary,unknown,13,may,386.0,2,unknown,no
36,blue-collar,married,,unknown,13,,1001.0,4,unknown,yes
32,services,married,secondary,unknown,13,may,76.0,1,unknown,no
41,blue-collar,married,secondary,unknown,13,may,488.0,1,,no
47,blue-collar,married,primary,unknown,13,may,,1,unknown,no
45,,married,,unknown,13,may,146.0,1,,no
45,blue-collar,married,secondary,unknown,13,may,503.0,1,,no
45,entrepreneur,divorced,tertiary,unknown,13,may,170.0,1,unknown,no
29,,single,secondary,unknown,13,may,214.0,1,unknown,no
36,management,married,tertiary,unknown,13,,355.0,1,unknown,no
37,blue-collar,divorced,secondary,unknown,13,may,,2,unknown,no
44,admin.,married,secondary,unknown,13,may,46.0,1,unknown,no
56,retired,married,secondary,unknown,13,may,,1,unknown,no
52,management,married,unknown,unknown,13,may,845.0,1,unknown,yes
57,management,married,secondary,unknown,13,may,,2,,no
54,,married,secondary,unknown,13,may,,1,unknown,no
49,,married,,unknown,13,may,113.0,2,unknown,no
24,,single,unknown,unknown,13,,,2,,no
42,self-employed,married,tertiary,unknown,13,,853.0,1,,no
40,management,married,tertiary,unknown,13,may,,1,unknown,no
25,management,single,tertiary,unknown,13,may,124.0,2,unknown,no
28,blue-collar,single,secondary,unknown,13,may,452.0,2,unknown,no
53,retired,married,secondary,unknown,13,may,209.0,9,unknown,no
40,admin.,divorced,secondary,unknown,13,may,154.0,2,,no
27,services,single,secondary,unknown,13,may,,2,unknown,no
34,management,married,tertiary,unknown,13,,813.0,2,,no
56,self-employed,married,secondary,unknown,13,may,81.0,1,unknown,no
45,blue-collar,married,secondary,unknown,13,may,,1,unknown,no
27,blue-collar,married,,unknown,13,may,,1,unknown,no
53,,married,tertiary,unknown,13,may,,2,unknown,no
34,technician,single,tertiary,unknown,13,,,2,,no
44,admin.,single,unknown,unknown,13,may,443.0,1,unknown,no
46,,married,primary,unknown,13,may,353.0,1,unknown,no
53,,single,secondary,unknown,13,may,225.0,2,,no
26,technician,married,,unknown,13,may,,2,unknown,no
31,admin.,single,secondary,unknown,13,may,431.0,2,unknown,no
35,services,married,secondary,unknown,13,,358.0,2,unknown,no
43,,married,secondary,unknown,13,,565.0,2,unknown,no
47,blue-collar,married,,unknown,13,may,,3,unknown,no
37,,divorced,secondary,unknown,13,may,753.0,6,unknown,yes
57,,married,,unknown,13,may,708.0,2,unknown,no
41,blue-collar,married,primary,unknown,13,may,265.0,1,unknown,no
55,,divorced,unknown,unknown,13,may,,2,unknown,no
51,admin.,divorced,secondary,unknown,13,may,59.0,1,unknown,no
27,blue-collar,single,secondary,unknown,13,may,805.0,2,unknown,no
53,management,married,secondary,unknown,13,,242.0,1,unknown,no
39,admin.,single,secondary,unknown,13,may,19.0,9,unknown,no
35,admin.,married,secondary,unknown,13,,,6,unknown,no
28,technician,single,,unknown,13,may,,8,unknown,no
29,blue-collar,divorced,unknown,unknown,13,may,31.0,2,,no
51,,married,secondary,unknown,13,may,213.0,5,,no
46,admin.,single,,unknown,13,,104.0,2,unknown,no
50,unemployed,married,secondary,unknown,13,may,342.0,3,unknown,no
56,,married,unknown,unknown,13,may,172.0,2,unknown,no
28,blue-collar,married,secondary,unknown,13,may,160.0,3,unknown,no
51,,married,,unknown,13,may,535.0,2,unknown,no
54,housemaid,married,secondary,unknown,13,may,514.0,5,unknown,no
47,blue-collar,married,primary,unknown,13,may,276.0,1,,no
49,self-employed,married,secondary,unknown,13,may,176.0,3,,no
46,,divorced,primary,unknown,13,may,,1,unknown,no
41,management,married,tertiary,unknown,13,may,161.0,1,unknown,no
45,admin.,married,secondary,unknown,13,may,390.0,1,unknown,no
31,blue-collar,married,primary,unknown,13,may,245.0,4,unknown,no
53,admin.,divorced,,unknown,13,may,151.0,1,unknown,no
60,admin.,divorced,unknown,unknown,13,may,144.0,1,,no
55,retired,married,secondary,unknown,13,may,,2,unknown,no
54,,divorced,secondary,unknown,13,may,,1,unknown,no
46,blue-collar,married,,unknown,13,may,204.0,3,,no
41,technician,single,,unknown,13,may,93.0,2,unknown,no
34,admin.,married,secondary,unknown,13,,,3,unknown,no
51,technician,married,secondary,unknown,13,may,332.0,1,unknown,no
31,admin.,single,secondary,unknown,13,may,180.0,1,unknown,no
55,,married,secondary,unknown,13,may,,2,unknown,no
44,,married,,unknown,13,,,1,unknown,no
25,services,single,secondary,unknown,13,may,,2,unknown,no
36,,married,secondary,unknown,13,may,,1,,no
33,blue-collar,married,secondary,unknown,13,may,,2,unknown,no
46,blue-collar,married,secondary,unknown,13,may,152.0,1,unknown,no
43,blue-collar,divorced,,unknown,13,,188.0,1,unknown,no
46,management,married,tertiary,unknown,13,may,54.0,3,unknown,no
53,blue-collar,married,secondary,unknown,13,,29.0,1,,no
52,technician,divorced,secondary,unknown,13,may,271.0,1,unknown,no
57,management,divorced,,unknown,13,may,95.0,1,unknown,no
31,blue-collar,single,secondary,unknown,13,,227.0,1,unknown,no
54,services,married,,unknown,13,,190.0,1,unknown,no
37,,married,,unknown,13,may,60.0,1,unknown,no
41,blue-collar,married,secondary,unknown,13,may,161.0,1,unknown,no
44,,married,secondary,unknown,13,may,,4,unknown,no
26,,single,secondary,unknown,13,,213.0,2,unknown,no
40,blue-collar,married,,unknown,13,may,,2,unknown,no
32,,divorced,secondary,unknown,13,,93.0,1,unknown,no
44,technician,single,tertiary,unknown,13,may,119.0,2,unknown,no
44,blue-collar,married,,unknown,13,may,297.0,3,unknown,no
35,technician,married,secondary,unknown,13,may,3.0,1,unknown,no
49,,married,secondary,unknown,13,may,179.0,1,unknown,no
44,technician,married,,unknown,13,,342.0,2,unknown,no
40,,married,,unknown,13,,420.0,1,unknown,no
39,blue-collar,married,,unknown,13,,378.0,1,unknown,no
51,blue-collar,divorced,tertiary,unknown,13,may,,1,unknown,no
59,retired,divorced,primary,unknown,13,,,2,unknown,no
42,admin.,married,secondary,unknown,13,may,,1,unknown,no
47,services,divorced,,unknown,13,may,367.0,1,unknown,no
57,blue-collar,married,primary,unknown,13,may,,2,unknown,no
42,management,married,secondary,unknown,13,may,77.0,1,unknown,no
40,services,married,primary,unknown,13,may,,1,unknown,no
44,technician,married,primary,unknown,13,may,182.0,1,,no
38,admin.,single,unknown,unknown,13,may,386.0,1,unknown,no
51,management,married,,unknown,13,,184.0,1,,no
48,management,married,tertiary,unknown,13,,43.0,2,,no
48,blue-collar,married,secondary,unknown,13,may,108.0,2,unknown,no
42,blue-collar,divorced,primary,unknown,13,,253.0,2,unknown,no
48,entrepreneur,married,tertiary,unknown,13,,195.0,2,unknown,no
49,management,married,tertiary,unknown,13,,46.0,3,,no
44,services,married,secondary,unknown,13,may,226.0,1,unknown,no
44,services,married,primary,unknown,13,may,55.0,1,unknown,no
32,,single,secondary,unknown,13,may,299.0,3,unknown,no
43,blue-collar,married,secondary,unknown,13,,148.0,1,unknown,no
44,services,divorced,secondary,unknown,13,,97.0,1,unknown,no
53,admin.,divorced,,unknown,13,may,169.0,2,,no
43,blue-collar,married,primary,unknown,13,may,119.0,10,unknown,no
31,technician,married,secondary,unknown,13,may,101.0,13,unknown,no
48,management,married,tertiary,unknown,13,,,1,unknown,no
46,,single,,unknown,13,may,210.0,1,unknown,no
41,blue-collar,divorced,secondary,unknown,13,may,,6,,no
26,management,married,tertiary,unknown,13,,129.0,4,unknown,no
26,,married,,unknown,13,,481.0,3,,no
52,admin.,divorced,,unknown,13,may,215.0,1,unknown,no
47,blue-collar,married,,unknown,13,may,142.0,2,unknown,no
47,,married,unknown,unknown,13,may,,2,unknown,no
27,blue-collar,married,primary,unknown,13,,531.0,2,,no
31,services,married,secondary,unknown,13,may,65.0,1,unknown,no
60,retired,married,tertiary,unknown,13,may,34.0,4,unknown,no
58,retired,married,primary,unknown,13,may,,3,unknown,no
44,blue-collar,married,secondary,unknown,13,may,244.0,1,unknown,no
